condition,cadence,gait_cycle_duration,gait_speed,step_duration,stride_length,trial_number,feedback,delay,amplitude,pink_noise,side,participant,condition_order,condition_labels,pretest_cadence,pretest_gait_cycle_duration,pretest_gait_speed,pretest_step_duration,pretest_stride_length,cadence_delta,gait_cycle_duration_delta,gait_speed_delta,step_duration_delta,stride_length_delta,cadence_delta_no_trend,gait_speed_delta_no_trend,slength_delta_no_trend,cv_cadence,cv_gait_cycle_duration,cv_gait_speed,cv_step_duration,cv_stride_length,pretest_cv_cadence,pretest_cv_gait_cycle_duration,pretest_cv_gait_speed,pretest_cv_step_duration,pretest_cv_stride_length,cv_cadence_delta,cv_gait_cycle_duration_delta,cv_gait_speed_delta,cv_step_duration_delta,cv_stride_length_delta,cv_cadence_delta_no_trend
H,117.355756,1.02265625,1.193586155,0.51171875,1.218392702,3,1,2,1,0,total,25,6,"Delay High, Amplitude Low",111.0955882,1.080471859,1.094386128,0.540548149,1.179519642,5.634938288,-5.350959261,9.064444882,-5.333363803,3.2956687,3.073277732,2.382005189,-0.608393228,0.015627968,0.015580333,0.030921443,0.018311208,0.02233695,0.013467756,0.013600815,0.026325294,0.017640996,0.019149634,16.03987786,14.55440722,17.45906048,3.799173244,16.64426386,20.2845443
H,123.9842846,0.968055556,1.148404677,0.483702257,1.110023156,1,1,2,1,0,total,26,3,"Delay High, Amplitude Low",122.9543241,0.976274048,1.11743162,0.487896021,1.088557647,0.837677358,-0.8418222,2.771807848,-0.859561085,1.971922117,-0.669254884,-1.058399209,-0.242060036,0.015974274,0.016206421,0.025777021,0.020068777,0.019905358,0.015986579,0.016101532,0.034821105,0.020648534,0.025345905,-0.076972898,0.651424569,-25.9729954,-2.807739281,-21.46519029,5.096405309
H,123.4853614,0.971918403,1.142710609,0.486067708,1.108526715,2,1,2,1,0,total,26,3,"Delay High, Amplitude Low",122.9543241,0.976274048,1.11743162,0.487896021,1.088557647,0.431898054,-0.446149795,2.262240381,-0.374734217,1.834452043,-1.075034188,-1.567966676,-0.37953011,0.012663135,0.012610697,0.026646186,0.0157945,0.021467463,0.015986579,0.016101532,0.034821105,0.020648534,0.025345905,-20.78896469,-21.68014037,-23.47690862,-23.50788681,-15.30204472,-15.61558649
H,122.9766827,0.975925164,1.135781082,0.487705592,1.106473312,3,1,2,1,0,total,26,3,"Delay High, Amplitude Low",122.9543241,0.976274048,1.11743162,0.487896021,1.088557647,0.018184503,-0.035736243,1.642110534,-0.039030721,1.645816834,-1.488747739,-2.188096523,-0.56816532,0.018187687,0.018224029,0.039507249,0.022048932,0.027893002,0.015986579,0.016101532,0.034821105,0.020648534,0.025345905,13.7684718,13.18195919,13.45776936,6.782069855,10.04934472,18.94185
H,123.6854018,0.970349702,1.473400106,0.485193452,1.426938158,1,1,2,1,0,total,27,6,"Delay High, Amplitude Low",118.8134892,1.010191761,1.41428171,0.505066288,1.425396942,4.100470942,-3.94400953,4.180100417,-3.934698504,0.10812539,1.538810386,-2.502339276,-3.795936538,0.009478629,0.009475139,0.019423714,0.017382751,0.018842279,0.012353242,0.012335031,0.034749867,0.017029304,0.027731408,-23.27010998,-23.18512419,-44.10420621,2.07552029,-32.05437233,-19.02544354
H,124.9537713,0.960491071,1.493949733,0.480803571,1.430862026,2,1,2,1,0,total,27,6,"Delay High, Amplitude Low",118.8134892,1.010191761,1.41428171,0.505066288,1.425396942,5.168000823,-4.919926319,5.63310846,-4.803867781,0.383407866,2.606340267,-1.049331233,-3.520654062,0.010705702,0.010667858,0.025027903,0.015369661,0.021321117,0.012353242,0.012335031,0.034749867,0.017029304,0.027731408,-13.33690379,-13.51576083,-27.9769819,-9.745808172,-23.11563388,-9.092237345
H,124.6537095,0.962771739,1.464026276,0.481759511,1.40570673,3,1,2,1,0,total,27,6,"Delay High, Amplitude Low",118.8134892,1.010191761,1.41428171,0.505066288,1.425396942,4.915452226,-4.69416047,3.51730248,-4.614597576,-1.381384471,2.35379167,-3.165137213,-5.285446398,0.013821614,0.01366532,0.024567524,0.018290565,0.019674095,0.012353242,0.012335031,0.034749867,0.017029304,0.027731408,11.88653149,10.78463954,-29.30181862,7.406413333,-29.05482752,16.13119793
H,125.4402104,0.956835938,1.409315065,0.478571429,1.346394151,1,1,2,1,0,total,28,1,"Delay High, Amplitude Low",123.1184183,0.975307158,1.355629836,0.487785123,1.31787216,1.885820252,-1.893887464,3.960168766,-1.888883766,2.164245658,1.082040219,2.031450133,1.076983354,0.016754073,0.016869839,0.041546964,0.018844981,0.029323954,0.019438272,0.019852032,0.038725475,0.023081575,0.025214517,-13.80883548,-15.02210454,7.285872265,-18.35487514,16.29790093,-5.849321974
H,126.2252559,0.950923295,1.457477517,0.475603693,1.384136644,2,1,2,1,0,total,28,1,"Delay High, Amplitude Low",123.1184183,0.975307158,1.355629836,0.487785123,1.31787216,2.523454743,-2.500121403,7.512941856,-2.497294285,5.028142032,1.71967471,5.584223222,3.940879728,0.010499446,0.010485151,0.028506571,0.013511553,0.020269428,0.019438272,0.019852032,0.038725475,0.023081575,0.025214517,-45.98570284,-47.18348731,-26.38806689,-41.46173818,-19.61207109,-38.02618934
H,126.8031086,0.946501359,1.478460138,0.473131793,1.396752025,3,1,2,1,0,total,28,1,"Delay High, Amplitude Low",123.1184183,0.975307158,1.355629836,0.487785123,1.31787216,2.992801822,-2.953510467,9.060755311,-3.004054308,5.985395807,2.189021789,7.132036678,4.898133502,0.012181705,0.012199274,0.01863868,0.019395602,0.014134549,0.019438272,0.019852032,0.038725475,0.023081575,0.025214517,-37.33133789,-38.54899085,-51.86971925,-15.96933173,-43.94281279,-29.37182439
H,108.2679642,1.10853125,1.180075783,0.5539375,1.306362069,1,1,2,1,0,total,29,3,"Delay High, Amplitude Low",107.2063808,1.119526772,1.144320226,0.55987241,1.278600065,0.990224113,-0.982158022,3.124611147,-1.060046819,2.171281291,-0.516708129,-0.70559591,-0.042700862,0.016680803,0.01736293,0.066812056,0.023119725,0.062013444,0.012872312,0.013024943,0.0672358,0.017735353,0.062101548,29.58669299,33.30522828,-0.630236171,30.35954477,-0.141870324,33.83135943
H,109.0872257,1.100520833,1.186204814,0.549565972,1.30293814,2,1,2,1,0,total,29,3,"Delay High, Amplitude Low",107.2063808,1.119526772,1.144320226,0.55987241,1.278600065,1.754415101,-1.69767615,3.66021568,-1.840854718,1.903493959,0.247482859,-0.169991377,-0.310488194,0.011752072,0.011728072,0.021059437,0.014261706,0.016192618,0.012872312,0.013024943,0.0672358,0.017735353,0.062101548,-8.702707763,-9.956826682,-68.67823853,-19.58600278,-73.92558059,-4.458041321
H,108.933537,1.101851852,1.1894752,0.550549769,1.308101056,3,1,2,1,0,total,29,3,"Delay High, Amplitude Low",107.2063808,1.119526772,1.144320226,0.55987241,1.278600065,1.611057309,-1.578784933,3.946008584,-1.665136646,2.307288401,0.104125067,0.115801527,0.093306248,0.013499041,0.013513798,0.032451691,0.019312641,0.024868303,0.012872312,0.013024943,0.0672358,0.017735353,0.062101548,4.868817269,3.753221799,-51.73450626,8.893470364,-59.95542151,9.11348371
H,115.8923074,1.035608553,1.478209295,0.517927632,1.526867083,1,1,2,1,0,total,30,5,"Delay High, Amplitude Low",109.0384985,1.101183949,1.261727582,0.550529067,1.384839421,6.285677989,-5.954990206,17.15756362,-5.921837241,10.25589389,4.075593538,11.42586814,6.915191892,0.020984562,0.02118367,0.06364904,0.025602515,0.046055546,0.01865247,0.018741826,0.064978623,0.021129099,0.049535476,12.50286088,13.02884989,-2.046185251,21.17182564,-7.025127426,14.89010379
H,117.8091868,1.01875,1.540221155,0.509604779,1.566154245,2,1,2,1,0,total,30,5,"Delay High, Amplitude Low",109.0384985,1.101183949,1.261727582,0.550529067,1.384839421,8.043662028,-7.485938147,22.07240109,-7.433628987,13.09284101,5.833577577,16.34070561,9.752139006,0.014530833,0.014513707,0.03119026,0.018245903,0.024149672,0.01865247,0.018741826,0.064978623,0.021129099,0.049535476,-22.09700238,-22.55980149,-51.99919826,-13.64561735,-51.24772428,-19.70975947
H,118.6005578,1.011935764,1.553624959,0.506597222,1.568389541,3,1,2,1,0,total,30,5,"Delay High, Amplitude Low",109.0384985,1.101183949,1.261727582,0.550529067,1.384839421,8.769434128,-8.104748111,23.13473849,-7.979932022,13.25425294,6.559349677,17.40304301,9.913550933,0.01669899,0.016792082,0.040144213,0.016998979,0.028450936,0.01865247,0.018741826,0.064978623,0.021129099,0.049535476,-10.47303495,-10.4031683,-38.21935408,-19.54707108,-42.56452525,-8.085792036
H,109.2351147,1.098730469,1.387857054,0.549462891,1.521051974,1,1,2,1,0,total,31,7,"Delay High, Amplitude Low",108.921751,1.102119141,1.362861885,0.550784505,1.498878492,0.287696134,-0.307468755,1.834020694,-0.239951255,1.479338193,-2.625540527,-5.799163211,-2.98808366,0.031659139,0.033414388,0.043032004,0.034501338,0.020531229,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,108.6578421,118.3450681,48.14278293,78.49273542,3.124954481,111.045085
H,110.0617725,1.09046875,1.40734994,0.544114583,1.532047005,2,1,2,1,0,total,31,7,"Delay High, Amplitude Low",108.921751,1.102119141,1.362861885,0.550784505,1.498878492,1.046642618,-1.057089979,3.264311336,-1.210985834,2.212888715,-1.866594042,-4.368872569,-2.254533138,0.013638917,0.013682042,0.021248966,0.026807923,0.018551025,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-10.10914763,-10.59520851,-26.84791167,38.69083881,-6.821281439,-7.721904717
H,109.6715339,1.094335938,1.388140517,0.545556641,1.516975524,3,1,2,1,0,total,31,7,"Delay High, Amplitude Low",108.921751,1.102119141,1.362861885,0.550784505,1.498878492,0.688368356,-0.706203414,1.854819793,-0.949166921,1.207371518,-2.224868305,-5.778364111,-3.260050335,0.010299512,0.010244377,0.012992189,0.018616445,0.009514618,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-32.11837034,-33.05850182,-55.27284681,-3.687787649,-52.20965349,-29.73112743
C,95.96193255,1.250740132,1.169212805,0.625205592,1.460457642,1,1,1,2,0,total,1,7,"Delay Low, Amplitude High",96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,-0.150670076,0.119155102,3.424930578,0.096800949,3.579478958,-3.063906737,-4.208253326,-0.887942895,0.037347733,0.03863217,0.045598097,0.04070411,0.031828041,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,80.89243262,85.91467972,61.74263467,73.74781135,67.93527483,83.27967553
C,96.34660139,1.245746528,1.172053302,0.622699653,1.458790069,2,1,1,2,0,total,1,7,"Delay Low, Amplitude High",96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,0.249581616,-0.280572548,3.676192114,-0.304405439,3.461210316,-2.663655044,-3.956991791,-1.006211537,0.018705066,0.018958026,0.033459479,0.024298185,0.024905643,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-9.402670008,-8.765794621,18.68531022,3.718186285,31.41041266,-7.015427098
C,94.85866275,1.265666118,1.167508544,0.631949013,1.476558993,3,1,1,2,0,total,1,7,"Delay Low, Amplitude High",96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,-1.2986331,1.313949344,3.274176948,1.176437597,4.721428919,-4.21186976,-4.359006957,0.254007066,0.01763258,0.017640768,0.036723359,0.019493194,0.028031025,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-14.59721827,-15.10500878,30.26273527,-16.79219141,47.90096214,-12.20997536
C,108.3921371,1.107226563,1.283824719,0.553007813,1.421024828,1,1,1,2,0,total,2,5,"Delay Low, Amplitude High",109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,-1.212099539,1.230110557,0.888720756,1.203097812,2.218570372,-3.42218399,-4.842974725,-1.122131631,0.009952467,0.010001819,0.020738255,0.011707974,0.01716807,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,5.498494095,5.594966401,12.9316391,-12.00373311,14.82840342,12.52929583
C,108.1286526,1.109863281,1.285676574,0.554980469,1.424267408,2,1,1,2,0,total,2,5,"Delay Low, Amplitude High",109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,-1.452237627,1.471177077,1.034247851,1.564103378,2.451818859,-3.662322078,-4.69744763,-0.888883144,0.008528834,0.008574147,0.018948772,0.011733823,0.013592682,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,-9.592350983,-9.477789552,3.186882447,-11.80945394,-9.085530737,-2.561549245
C,108.4777445,1.106367188,1.298924704,0.5528125,1.434160844,3,1,1,2,0,total,2,5,"Delay Low, Amplitude High",109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,-1.134077502,1.151540706,2.075345493,1.167354591,3.163483331,-3.344161953,-3.656349988,-0.177218672,0.010015539,0.010053986,0.019347364,0.012715369,0.017436674,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,6.167072149,6.14572348,5.357443466,-4.432226778,16.62495764,13.19787389
C,112.2991691,1.068965517,1.129543137,0.534159483,1.205761729,1,1,1,2,0,total,3,2,"Delay Low, Amplitude High",113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,-0.808770287,0.824355709,1.996439536,0.780367122,2.842454313,-1.964126425,-0.883023309,1.191832084,0.015997558,0.016484738,0.02953514,0.018267285,0.019042454,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-0.285679428,0.472881186,-11.57930763,-9.702803925,-13.10133935,6.74512231
C,113.0268265,1.062122845,1.105626592,0.530037716,1.172456189,2,1,1,2,0,total,3,2,"Delay Low, Amplitude High",113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,-0.166047524,0.178957906,-0.16319683,0.002709503,0.001740934,-1.321403661,-3.042659675,-1.648881295,0.011604934,0.011664268,0.020448577,0.015497918,0.014779593,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-27.6653281,-28.90741649,-38.78216469,-23.39208917,-32.55455223,-20.63452636
C,113.1246341,1.061226852,1.113131215,0.529716435,1.178570269,3,1,1,2,0,total,3,2,"Delay Low, Amplitude High",113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,-0.079656358,0.094448242,0.514461952,-0.057906882,0.523226214,-1.235012496,-2.365000893,-1.127396015,0.013789875,0.013890465,0.024434053,0.01658333,0.017394423,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-14.0463803,-15.33896143,-26.85066386,-18.02677844,-20.62199223,-7.015578566
C,116.3003604,1.032161458,1.231421797,0.515364583,1.271338657,1,1,1,2,0,total,4,5,"Delay Low, Amplitude High",114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,1.991045212,-1.937101674,5.522847629,-2.09956776,3.613751564,-0.219039239,-0.208847852,0.273049561,NA,NA,NA,NA,NA,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,NA,NA,NA,NA,NA,NA
C,117.5722977,1.02071875,1.265427095,0.5106875,1.289862379,2,1,1,2,0,total,4,5,"Delay Low, Amplitude High",114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,3.106486422,-3.024242743,8.43682551,-2.988042565,5.123429822,0.89640197,2.705130029,1.782727819,0.008776866,0.008791917,0.009189395,0.011145252,0.005611728,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,-23.23116283,-23.44728078,-59.03934324,-30.43285722,-69.2459792,-19.91520816
C,116.4042018,1.030960648,1.229539407,0.515653935,1.265798672,3,1,1,2,0,total,4,5,"Delay Low, Amplitude High",114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,2.082110217,-2.051187419,5.361542093,-2.044601457,3.162244307,-0.127974234,-0.370153388,-0.178457696,0.009586623,0.009566829,0.019084636,0.013038385,0.015773903,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,-16.14844068,-16.69998998,-14.93246024,-18.61617926,-13.55408871,-12.832486
C,107.517929,1.116362847,1.26808954,0.55859375,1.414831752,1,1,1,2,0,total,5,5,"Delay Low, Amplitude High",107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,0.213732239,-0.223212469,5.135278926,-0.103269624,4.973541893,-1.996352212,-0.596416555,1.63283989,0.025064925,0.02672063,0.040796174,0.022708797,0.020893449,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,49.19990752,57.06080102,6.347983354,13.57089373,-18.45907259,52.5158622
C,107.370237,1.117881944,1.252242996,0.559157986,1.398118672,2,1,1,2,0,total,5,5,"Delay Low, Amplitude High",107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,0.076073649,-0.087440647,3.821467266,-0.002363856,3.733513741,-2.134010803,-1.910228215,0.392811737,0.01892792,0.020151432,0.034928382,0.015543843,0.019893263,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,12.66915475,18.44780799,-8.948251188,-22.26236636,-22.36250156,15.98510942
C,108.4233734,1.106944444,1.262956273,0.554340278,1.397507846,3,1,1,2,0,total,5,5,"Delay Low, Amplitude High",107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,1.057665558,-1.064997914,4.709687956,-0.863943988,3.688193462,-1.152418894,-1.022007525,0.347491459,0.021164746,0.02194455,0.034406423,0.020488296,0.016936462,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,25.98394553,28.98755011,-10.30890052,2.465757553,-33.90201788,29.29990021
C,111.1382943,1.079956897,1.094158703,0.539978448,1.179837577,1,1,1,2,0,total,6,1,"Delay Low, Amplitude High",110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,0.431460108,-0.441219627,-1.779359904,-0.416290781,-2.145746274,-0.372319925,-3.708078537,-3.233008578,0.014131566,0.014099392,0.022625743,0.019006091,0.018190494,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-11.36007132,-12.68883659,-30.12147736,-3.964142406,-32.85000514,-3.400557812
C,111.7173123,1.074375,1.115735646,0.5366875,1.197107743,2,1,1,2,0,total,6,1,"Delay Low, Amplitude High",110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,0.954696707,-0.955802069,0.157563092,-1.023212797,-0.713380295,0.150916675,-1.771155541,-1.8006426,0.013485235,0.013637592,0.021914882,0.01776118,0.016804631,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-15.41416792,-15.54855532,-32.31693749,-10.25455191,-37.96590212,-7.454654418
C,112.0896843,1.070875,1.127048689,0.53509375,1.205340619,3,1,1,2,0,total,6,1,"Delay Low, Amplitude High",110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,1.291195157,-1.278459142,1.173114421,-1.317134781,-0.030555852,0.487415124,-0.755604212,-1.117818156,0.013619379,0.013542604,0.029941785,0.015674834,0.02372509,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-14.57275271,-16.13677308,-7.52623236,-20.79664746,-12.41910903,-6.613239206
C,125.2305383,0.958777574,1.736197713,0.478262868,1.66357522,1,1,1,2,0,total,7,7,"Delay Low, Amplitude High",117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,6.421352236,-6.029342175,21.16284321,-6.112295362,13.86923849,3.508115575,13.5296593,9.401816638,0.025824155,0.02639392,0.034886502,0.026061419,0.013756821,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,52.29811666,51.55692569,8.67647431,34.95758958,-31.32451787,55.61407134
C,126.7806529,0.946707589,1.822105616,0.472767857,1.723924812,2,1,1,2,0,total,7,7,"Delay Low, Amplitude High",117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,7.738645079,-7.212332329,27.15803932,-7.191020064,18.0000779,4.825408419,19.52485542,13.53265605,0.016577953,0.016706909,0.025605925,0.018796883,0.011666498,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-2.231417832,-4.067006119,-20.23385863,-2.661400696,-41.75962783,1.084536844
C,124.992026,0.960323661,1.72773248,0.4796875,1.65526505,3,1,1,2,0,total,7,7,"Delay Low, Amplitude High",117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,6.218663644,-5.877808789,20.57208578,-5.83262609,13.30041977,3.305426983,12.93890187,8.832997916,0.016270796,0.016820174,0.034350348,0.018381567,0.025354703,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-4.042878173,-3.416625456,7.006277441,-4.812091196,26.5733161,-0.726923497
C,116.1729157,1.033059211,1.266489933,0.516817434,1.307746989,1,1,1,2,0,total,8,3,"Delay Low, Amplitude High",115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,0.683905717,-0.695504745,2.530021812,-0.644284763,1.905969721,-0.823026525,-1.300185246,-0.308012432,0.009888065,0.009955338,0.017121053,0.013300656,0.013392363,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-22.38832098,-22.26388512,-28.99903477,-17.95102181,-15.54330067,-20.00107807
C,117.486985,1.021502976,1.284115583,0.51078869,1.310404192,2,1,1,2,0,total,8,3,"Delay Low, Amplitude High",115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,1.822773832,-1.806366612,3.956924807,-1.803282375,2.113031829,0.31584159,0.12671775,-0.100950324,0.008481657,0.008411942,0.017719863,0.011827505,0.011688638,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-33.42725391,-34.31547079,-26.51577116,-27.03858368,-26.28755768,-31.040011
C,117.6260489,1.0203125,1.302063242,0.509714674,1.326338608,3,1,1,2,0,total,8,3,"Delay Low, Amplitude High",115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,1.943296731,-1.920803051,5.409896379,-2.009756888,3.354718584,0.436364489,1.579689322,1.14073643,0.011543659,0.011601783,0.025634987,0.01556164,0.019834688,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-9.393520676,-9.407642805,6.308228857,-4.00348216,25.0841454,-7.006277766
C,108.7849731,1.103369141,1.144510425,0.551831055,1.260000159,1,1,1,2,0,total,9,2,"Delay Low, Amplitude High",109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-0.490869571,0.490784433,-2.424859879,0.513548517,-2.000616586,-1.646225708,-5.304322724,-3.651238815,0.01437748,0.01449831,0.032573455,0.016527045,0.023364044,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,-5.761943359,-6.456310058,5.278097488,-6.93138806,25.85054172,-4.303412214
C,107.2588377,1.119052419,1.127291668,0.55952621,1.259264367,2,1,1,2,0,total,9,2,"Delay Low, Amplitude High",109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-1.88687494,1.919159444,-3.89284356,1.915186443,-2.057844485,-3.042231078,-6.772306405,-3.708466714,0.016496446,0.016623629,0.028009356,0.018282332,0.018043209,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,8.126946622,7.256335178,-9.473167291,2.953145119,-2.810163042,9.585477768
C,106.7733741,1.124164871,1.124930187,0.562015086,1.261983074,3,1,1,2,0,total,9,2,"Delay Low, Amplitude High",109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-2.330944184,2.384782682,-4.094171424,2.368524029,-1.846390854,-3.486300321,-6.973634269,-3.497013083,0.02057648,0.021004847,0.037038881,0.023284816,0.022242177,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,34.86977466,35.52413316,19.71044904,31.12359193,19.80759943,36.3283058
C,113.874201,1.0540625,1.162021466,0.52734375,1.222558491,1,1,1,2,0,total,10,2,"Delay Low, Amplitude High",111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,1.754805347,-1.740498632,4.603002468,-1.77893748,2.843378669,0.59944921,1.723539623,1.192756441,0.015895513,0.016161997,0.033079828,0.019801804,0.021889573,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-16.07055717,-15.83660738,-27.84782075,-12.63762126,-30.51139437,-12.7546025
C,113.9772248,1.053057065,1.170169482,0.527139946,1.229941804,2,1,1,2,0,total,10,2,"Delay Low, Amplitude High",111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,1.846864537,-1.834225087,5.336471653,-1.816897246,3.464473578,0.6915084,2.457008808,1.81385135,0.013212355,0.013319862,0.036294054,0.017474341,0.028386237,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-30.23782286,-30.63698904,-20.83710079,-22.90601419,-9.88768816,-26.92186819
C,114.7327614,1.046171875,1.195461724,0.523476563,1.247991047,3,1,1,2,0,total,10,2,"Delay Low, Amplitude High",111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,2.52199094,-2.476061161,7.613232048,-2.499225179,4.98280186,1.366634802,4.733769203,3.332179631,0.017839944,0.018094378,0.03822495,0.020381435,0.026167209,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-5.803822751,-5.773758045,-16.62552042,-10.08038239,-16.93200837,-2.487868074
C,113.0439262,1.061683239,1.403185428,0.530433239,1.48835305,1,1,1,2,0,total,11,3,"Delay Low, Amplitude High",111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,1.762578907,-1.738597771,3.122392237,-1.812928254,1.44757849,0.255646665,-0.707814821,-0.766403663,0.013365693,0.013411988,0.028365854,0.018703274,0.021318373,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,3.132280952,2.132641422,-7.581925621,9.206152637,-2.955672911,10.16308269
C,112.6339744,1.065589489,1.401292626,0.532457386,1.490402946,2,1,1,2,0,total,11,3,"Delay Low, Amplitude High",111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,1.393538713,-1.3770647,2.983287122,-1.438243841,1.587301377,-0.113393529,-0.846919936,-0.626680776,0.013702526,0.013670548,0.041787456,0.018106334,0.034795687,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,5.731349747,4.101582623,36.14665776,5.720692243,58.39501591,12.76215148
C,112.4497157,1.067382813,1.408677765,0.533105469,1.500313581,3,1,1,2,0,total,11,3,"Delay Low, Amplitude High",111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,1.22766832,-1.211088141,3.526033066,-1.318278938,2.262819812,-0.279263922,-0.304173991,0.048837658,0.011041971,0.011155814,0.024980729,0.017169595,0.020867181,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,-14.79800894,-15.04818294,-18.61091611,0.251186626,-5.00956436,-7.767207206
C,116.3624878,1.031445313,1.2883708,0.515820313,1.327053562,1,1,1,2,0,total,12,6,"Delay Low, Amplitude High",113.155105,1.060694808,1.214429919,0.530025691,1.286661803,2.834501162,-2.757578816,6.08852594,-2.680130146,3.139267747,0.272840606,-0.593913753,-0.76479418,0.016743676,0.016822447,0.022916841,0.019424305,0.013359946,0.013584186,0.013638525,0.021042871,0.016156035,0.017299579,23.25858604,23.34506416,8.905488053,20.22940405,-22.77299779,31.21809955
C,114.1818613,1.051078869,1.266085476,0.525558036,1.329140394,2,1,1,2,0,total,12,6,"Delay Low, Amplitude High",113.155105,1.060694808,1.214429919,0.530025691,1.286661803,0.907388373,-0.90656985,4.253481888,-0.842912977,3.301457376,-1.654272183,-2.428957805,-0.602604552,0.013511525,0.01358992,0.020634633,0.016977311,0.020868195,0.013584186,0.013638525,0.021042871,0.016156035,0.017299579,-0.534896471,-0.356377745,-1.940028398,5.083398555,20.62834247,7.424617032
C,114.9206805,1.044335938,1.272524455,0.521679688,1.327131839,3,1,1,2,0,total,12,6,"Delay Low, Amplitude High",113.155105,1.060694808,1.214429919,0.530025691,1.286661803,1.560314461,-1.542278722,4.783687782,-1.574641281,3.145351475,-1.001346095,-1.898751911,-0.758710453,0.008311766,0.008341771,0.016709185,0.011686054,0.015599285,0.013584186,0.013638525,0.021042871,0.016156035,0.017299579,-38.81292706,-38.83670555,-20.59455545,-27.66756349,-9.82852646,-30.85341356
C,115.980476,1.035273438,1.30476422,0.51765625,1.346887012,1,1,1,2,0,total,13,7,"Delay Low, Amplitude High",107.0084397,1.125315596,1.085797998,0.562099351,1.210633002,8.384419304,-8.001502691,20.16638664,-7.906627292,11.25477411,5.471182643,12.53320273,6.787352253,0.014517958,0.014703121,0.039901253,0.019201975,0.037735977,0.017216138,0.017407389,0.049419844,0.018282735,0.037899259,-15.67238831,-15.53517302,-19.26066582,5.027911031,-0.430831642,-14.21385717
