condition,cadence,gait_cycle_duration,gait_speed,step_duration,stride_length,trial_number,feedback,delay,amplitude,pink_noise,side,participant,condition_order,condition_labels,pretest_cadence,pretest_gait_cycle_duration,pretest_gait_speed,pretest_step_duration,pretest_stride_length,cadence_delta,gait_cycle_duration_delta,gait_speed_delta,step_duration_delta,stride_length_delta,cadence_delta_no_trend,gait_speed_delta_no_trend,slength_delta_no_trend,cv_cadence,cv_gait_cycle_duration,cv_gait_speed,cv_step_duration,cv_stride_length,pretest_cv_cadence,pretest_cv_gait_cycle_duration,pretest_cv_gait_speed,pretest_cv_step_duration,pretest_cv_stride_length,cv_cadence_delta,cv_gait_cycle_duration_delta,cv_gait_speed_delta,cv_step_duration_delta,cv_stride_length_delta,cv_cadence_delta_no_trend
B,116.7676494,1.027766927,1.197509123,0.513248698,1.227660869,1,1,0,2,0,total,25,5,"Delay No, Amplitude High",111.0955882,1.080471859,1.094386128,0.540548149,1.179519642,5.105568391,-4.877955086,9.422907759,-5.050327407,4.08142645,2.89548394,3.691212278,0.740724447,0.013009466,0.01319843,0.031185174,0.018691884,0.02595758,0.013467756,0.013600815,0.026325294,0.017640996,0.019149634,-3.402870693,-2.958535941,18.46087645,5.957078614,35.55130896,4.55664281
B,116.8522879,1.027115885,1.202488987,0.51344401,1.23175014,2,1,0,2,0,total,25,5,"Delay No, Amplitude High",111.0955882,1.080471859,1.094386128,0.540548149,1.179519642,5.181753685,-4.938210427,9.877944959,-5.014195196,4.428115971,2.971669233,4.146249478,1.087413968,0.012632073,0.012715217,0.032065442,0.016297833,0.025678441,0.013467756,0.013600815,0.026325294,0.017640996,0.019149634,-6.205067219,-6.511359797,21.80468716,-7.613872822,34.09363622,1.754446284
B,115.4753164,1.039380787,1.184465627,0.519762731,1.22889207,3,1,0,2,0,total,25,5,"Delay No, Amplitude High",111.0955882,1.080471859,1.094386128,0.540548149,1.179519642,3.942306176,-3.803067304,8.231052739,-3.845248265,4.18580801,1.732221725,2.499357258,0.845106007,0.014904954,0.015075135,0.034815749,0.018335317,0.027546769,0.013467756,0.013600815,0.026325294,0.017640996,0.019149634,10.67139642,10.83993864,32.25208045,3.935837863,43.8501045,18.63090992
B,121.5064945,0.987726151,1.112745651,0.493585526,1.097078273,1,1,0,2,0,total,26,1,"Delay No, Amplitude High",122.9543241,0.976274048,1.11743162,0.487896021,1.088557647,-1.177534485,1.173041869,-0.419351716,1.166130572,0.782744582,-1.981314518,-2.348070349,-0.304517722,0.016254521,0.016563268,0.028308842,0.020952705,0.018894795,0.015986579,0.016101532,0.034821105,0.020648534,0.025345905,1.676041266,2.867654723,-18.70205727,1.473087629,-25.45227622,7.778131238
B,122.0795558,0.983141447,1.126152319,0.491591283,1.104966293,2,1,0,2,0,total,26,1,"Delay No, Amplitude High",122.9543241,0.976274048,1.11743162,0.487896021,1.088557647,-0.711457912,0.703429467,0.780423534,0.757387129,1.507375015,-1.515237945,-1.1482951,0.420112711,0.018529685,0.018495958,0.032600766,0.024043834,0.020690294,0.015986579,0.016101532,0.034821105,0.020648534,0.025345905,15.90775371,14.87079852,-6.376417405,16.44329811,-18.3682955,22.00984368
B,121.8366763,0.985136218,1.124267227,0.492207532,1.105592357,3,1,0,2,0,total,26,1,"Delay No, Amplitude High",122.9543241,0.976274048,1.11743162,0.487896021,1.088557647,-0.908994275,0.90775437,0.611724889,0.883694574,1.564888185,-1.712774308,-1.316993744,0.47762588,0.018394742,0.018621636,0.032991063,0.022907791,0.022393093,0.015986579,0.016101532,0.034821105,0.020648534,0.025345905,15.06365193,15.65133296,-5.255554067,10.94148863,-11.65005434,21.1657419
B,123.9012787,0.96875,1.515753786,0.484816576,1.465334706,1,1,0,2,0,total,27,8,"Delay No, Amplitude High",118.8134892,1.010191761,1.41428171,0.505066288,1.425396942,4.282164874,-4.1023658,7.174813541,-4.009317621,2.801869628,1.017352109,-1.409114575,-2.228912149,0.012651726,0.0127319,0.027600247,0.016556814,0.023608208,0.012353242,0.012335031,0.034749867,0.017029304,0.027731408,2.416240206,3.217411095,-20.57452479,-2.774572138,-14.86833887,5.732194882
B,123.989849,0.96796875,1.517456056,0.484337798,1.466226687,2,1,0,2,0,total,27,8,"Delay No, Amplitude High",118.8134892,1.010191761,1.41428171,0.505066288,1.425396942,4.356710534,-4.179702602,7.295176407,-4.104112702,2.864447355,1.091897769,-1.288751709,-2.166334423,0.013367112,0.013658261,0.022595845,0.018182542,0.020914713,0.012353242,0.012335031,0.034749867,0.017029304,0.027731408,8.20731918,10.72741229,-34.97573674,6.77207738,-24.58113468,11.52327386
B,123.2325604,0.973899148,1.500787197,0.487571023,1.458243858,3,1,0,2,0,total,27,8,"Delay No, Amplitude High",118.8134892,1.010191761,1.41428171,0.505066288,1.425396942,3.719334589,-3.592645943,6.116566879,-3.463954157,2.304404832,0.454521824,-2.467361238,-2.726376946,0.015508282,0.015709451,0.029587643,0.019713397,0.021020379,0.012353242,0.012335031,0.034749867,0.017029304,0.027731408,25.54017804,27.35639315,-14.85537772,15.76161077,-24.20010101,28.85613271
B,126.7291565,0.947102865,1.488476018,0.473990885,1.406546498,1,1,0,2,0,total,28,2,"Delay No, Amplitude High",123.1184183,0.975307158,1.355629836,0.487785123,1.31787216,2.932735992,-2.891836973,9.799591219,-2.827933315,6.728599381,1.777379854,6.920128373,5.077977152,0.01363711,0.013863402,0.024381135,0.017302299,0.019257823,0.019438272,0.019852032,0.038725475,0.023081575,0.025214517,-29.84402111,-30.1663326,-37.04109558,-25.03848308,-23.62406545,-22.81321938
B,125.4305149,0.95684375,1.444750642,0.47803125,1.379462496,2,1,0,2,0,total,28,2,"Delay No, Amplitude High",123.1184183,0.975307158,1.355629836,0.487785123,1.31787216,1.877945313,-1.893086485,6.574125472,-1.999624946,4.673468176,0.722589176,3.694662627,3.022845947,0.01244189,0.012594133,0.029966972,0.016684116,0.022762166,0.019438272,0.019852032,0.038725475,0.023081575,0.025214517,-35.9928187,-36.55998036,-22.61690336,-27.71673615,-9.725948746,-28.96201697
B,127.3688457,0.942365057,1.498209557,0.471058239,1.408687039,3,1,0,2,0,total,28,2,"Delay No, Amplitude High",123.1184183,0.975307158,1.355629836,0.487785123,1.31787216,3.452308293,-3.377612963,10.51759983,-3.429150093,6.891023405,2.296952156,7.638136988,5.240401177,0.013252957,0.013222387,0.030102739,0.015118741,0.022149426,0.019438272,0.019852032,0.038725475,0.023081575,0.025214517,-31.82029246,-33.39529676,-22.26631503,-34.49866059,-12.15605677,-24.78949072
B,107.9945785,1.111284722,1.185255786,0.555584491,1.315800409,1,1,0,2,0,total,29,5,"Delay No, Amplitude High",107.2063808,1.119526772,1.144320226,0.55987241,1.278600065,0.735215318,-0.736208388,3.577281902,-0.765874259,2.909458948,-1.474869133,-2.154413579,-0.431243055,0.014417102,0.014636754,0.034983222,0.019418895,0.027994861,0.012872312,0.013024943,0.0672358,0.017735353,0.062101548,12.00087734,12.37480272,-47.96935289,9.492578834,-54.92083201,14.38812025
B,107.3964587,1.1175,1.193121811,0.558625,1.331811604,2,1,0,2,0,total,29,5,"Delay No, Amplitude High",107.2063808,1.119526772,1.144320226,0.55987241,1.278600065,0.177300952,-0.181038279,4.264679085,-0.222802489,4.161703136,-2.0327835,-1.467016396,0.821001133,0.013649098,0.013824844,0.031775948,0.017220613,0.021200642,0.012872312,0.013024943,0.0672358,0.017735353,0.062101548,6.034551939,6.141301348,-52.73954078,-2.902336798,-65.86133068,8.42179485
B,107.1402904,1.120125,1.200807162,0.5603125,1.344412093,3,1,0,2,0,total,29,5,"Delay No, Amplitude High",107.2063808,1.119526772,1.144320226,0.55987241,1.278600065,-0.061647792,0.053435792,4.936287506,0.078605469,5.14719417,-2.271732243,-0.795407975,1.806492167,0.014828797,0.014764667,0.028579655,0.019851116,0.020909918,0.012872312,0.013024943,0.0672358,0.017735353,0.062101548,15.19917622,13.35686459,-57.49339659,11.92963779,-66.3294736,17.58641913
B,117.4987843,1.021445313,1.558082818,0.510664063,1.588915334,1,1,0,2,0,total,30,8,"Delay No, Amplitude High",109.0384985,1.101183949,1.261727582,0.550529067,1.384839421,7.758989638,-7.241173137,23.4880524,-7.241216985,14.7364315,4.494176873,14.90412428,9.705649719,0.022947983,0.023218411,0.061187174,0.027036793,0.041305756,0.01865247,0.018741826,0.064978623,0.021129099,0.049535476,23.02919351,23.88553502,-5.834917431,27.95999015,-16.61379065,27.27385995
B,117.7113892,1.019574653,1.542778427,0.509505208,1.583571958,2,1,0,2,0,total,30,8,"Delay No, Amplitude High",109.0384985,1.101183949,1.261727582,0.550529067,1.384839421,7.953971138,-7.411050296,22.27508129,-7.451715408,14.35058344,4.689158373,13.69115318,9.319801662,0.02181432,0.022129413,0.049033504,0.025032902,0.030682874,0.01865247,0.018741826,0.064978623,0.021129099,0.049535476,16.95137636,18.07501251,-24.53902263,18.47595584,-38.05878883,21.1960428
B,118.5697413,1.012224265,1.603042603,0.506112132,1.619575808,3,1,0,2,0,total,30,8,"Delay No, Amplitude High",109.0384985,1.101183949,1.261727582,0.550529067,1.384839421,8.741172092,-8.078548946,27.0514036,-8.068045444,16.95044083,5.476359327,18.46747549,11.91965905,0.017780574,0.018425894,0.024668229,0.015297785,0.015540398,0.01865247,0.018741826,0.064978623,0.021129099,0.049535476,-4.674424793,-1.685703796,-62.03639311,-27.59849817,-68.62774086,-0.429758352
B,107.6306834,1.115277778,1.347577848,0.558072917,1.499481506,1,1,0,2,0,total,31,8,"Delay No, Amplitude High",108.921751,1.102119141,1.362861885,0.550784505,1.498878492,-1.185316634,1.193939612,-1.121466318,1.323278269,0.040231013,-4.450129399,-9.705394435,-4.990550764,0.011597517,0.011725547,0.024533405,0.018457477,0.018406322,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-23.56352865,-23.37985188,-15.54084045,-4.510208888,-7.548100584,-19.31886221
B,108.6678921,1.104440789,1.360690786,0.551480263,1.500823701,2,1,0,2,0,total,31,8,"Delay No, Amplitude High",108.921751,1.102119141,1.362861885,0.550784505,1.498878492,-0.233065417,0.210653088,-0.159304404,0.126321213,0.129777631,-3.497878182,-8.743232521,-4.901004146,0.012556012,0.012530943,0.018216293,0.018104792,0.012284429,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-17.24631647,-18.11702186,-37.28824854,-6.334825383,-38.29735271,-13.00165003
B,108.4208314,1.10703125,1.359425415,0.553472222,1.50241145,3,1,0,2,0,total,31,8,"Delay No, Amplitude High",108.921751,1.102119141,1.362861885,0.550784505,1.498878492,-0.459889442,0.445696733,-0.252151009,0.487979716,0.235706765,-3.724702207,-8.836079126,-4.795075013,0.010977802,0.011028549,0.021872195,0.016882706,0.017808039,0.015172753,0.015303477,0.029047655,0.019329267,0.019909079,-27.64792256,-27.93435923,-24.70237184,-12.65728955,-10.55317676,-23.40325612
F,97.88848649,1.226274671,1.158142746,0.612623355,1.418363995,1,1,0,1,0,total,1,6,"Delay No, Amplitude Low",96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,1.853928152,-1.83925434,2.445707567,-1.917643082,0.594087326,-0.707732404,-4.236732126,-3.309974602,0.01454034,0.014589323,0.021006509,0.016719859,0.014871154,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-29.57437407,-29.78987945,-25.4870634,-28.63032978,-21.53487128,-21.61486056
F,99.3902753,1.207524671,1.197491496,0.603741776,1.444684999,2,1,0,1,0,total,1,6,"Delay No, Amplitude Low",96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,3.416554106,-3.340152976,5.926375688,-3.339603564,2.460841829,0.85489355,-0.756064005,-1.443220099,0.012360578,0.012309343,0.027795763,0.016427062,0.021576046,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-40.13197473,-40.76212748,-1.404658616,-29.88015045,13.84235727,-32.17246123
F,99.79736645,1.202527574,1.203217935,0.600827206,1.445294333,3,1,0,1,0,total,1,6,"Delay No, Amplitude Low",96.10673664,1.249251585,1.130494165,0.624600972,1.409987438,3.840136431,-3.740160234,6.432918683,-3.806232681,2.504057391,1.278475875,-0.24952101,-1.400004537,0.011505268,0.011518515,0.026518181,0.014825518,0.02067763,0.020646377,0.020779516,0.028191761,0.023427121,0.018952564,-44.27463867,-44.56793322,-5.936415253,-36.71643221,9.102017206,-36.31512516
F,106.5804671,1.126011029,1.213996239,0.562890625,1.365459582,1,1,0,1,0,total,2,3,"Delay No, Amplitude Low",109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,-2.863243989,2.947512969,-4.598715275,3.011700089,-1.778404133,-4.370176231,-8.428922332,-3.992386287,0.007590944,0.007602675,0.020261982,0.011303145,0.016814104,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,-19.53420586,-19.73417923,10.33806068,-15.04639794,12.46090663,-18.07567472
F,107.1513502,1.12,1.225832297,0.55990625,1.371118025,2,1,0,1,0,total,2,3,"Delay No, Amplitude Low",109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,-2.342944783,2.397944208,-3.668584601,2.465545066,-1.371375387,-3.849877025,-7.498791658,-3.585357541,0.008326827,0.00834348,0.025148299,0.012704872,0.020854351,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,-11.73367276,-11.91307399,36.94684662,-4.511121454,39.48404391,-10.27514161
F,107.641693,1.114880952,1.258132116,0.557254464,1.400669853,3,1,0,1,0,total,2,3,"Delay No, Amplitude Low",109.7220779,1.093771959,1.272515609,0.546433681,1.390182648,-1.896049491,1.929926359,-1.130319547,1.980255434,0.754376078,-3.402981733,-4.960526604,-1.459606076,0.012937107,0.012905664,0.03384493,0.014991173,0.024120747,0.009433753,0.009471871,0.018363547,0.01330508,0.014951066,37.136381,36.25253131,84.3049678,12.67254781,61.33128927,38.59491215
F,111.9111008,1.072605847,1.089992667,0.535912298,1.167235315,1,1,0,1,0,total,3,1,"Delay No, Amplitude Low",113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,-1.151541941,1.167710027,-1.574922185,1.11107236,-0.443560557,-1.955321974,-3.503640818,-1.530822861,0.019624808,0.020110789,0.028323122,0.022664287,0.01914981,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,22.32331935,22.57331076,-15.20778106,12.03205989,-12.61142914,26.56798579
F,113.0162105,1.061950231,1.112641975,0.530960648,1.179637522,2,1,0,1,0,total,3,1,"Delay No, Amplitude Low",113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,-0.175424388,0.16267703,0.470284145,0.176839943,0.61425491,-0.979204421,-1.458434488,-0.473007394,0.013074432,0.013177564,0.027527378,0.01604348,0.019652625,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-18.50580546,-19.68402397,-17.59003607,-20.69531628,-10.31687456,-14.26113902
F,113.1943888,1.060351563,1.118010876,0.530440848,1.183444593,3,1,0,1,0,total,3,1,"Delay No, Amplitude Low",113.2148169,1.060225488,1.107433889,0.530023355,1.172435778,-0.018043663,0.01189137,0.955089699,0.078768793,0.938969583,-0.821823696,-0.973628934,-0.148292721,0.010876487,0.010944626,0.024584048,0.01445468,0.018979408,0.016043391,0.016407152,0.033402973,0.02023018,0.021913403,-32.20580845,-33.29356477,-26.40161701,-28.54892918,-13.38904454,-27.96114201
F,115.9339322,1.03515625,1.207509752,0.5180625,1.248582206,1,1,0,1,0,total,4,2,"Delay No, Amplitude Low",114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,1.669701452,-1.652574499,3.473779562,-1.587062149,1.759107054,0.514345315,0.594316717,0.108484825,0.013777781,0.013898285,0.026303441,0.015559156,0.019151927,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,20.51046764,21.01473538,17.24452136,-2.881870505,4.958537055,26.61255762
F,115.8814174,1.035677083,1.196432892,0.517824074,1.237270278,2,1,0,1,0,total,4,2,"Delay No, Amplitude Low",114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,1.623647946,-1.60309155,2.524582615,-1.632354374,0.837188027,0.468291809,-0.35488023,-0.813434201,0.009251414,0.009249289,0.026685203,0.013156367,0.02224808,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,-19.08042177,-19.46486486,18.94618096,-17.8797517,21.92642177,-12.97833179
F,117.0651755,1.025173611,1.222046971,0.512847222,1.251719925,3,1,0,1,0,total,4,2,"Delay No, Amplitude Low",114.0299721,1.05255043,1.166971727,0.526417066,1.226997998,2.661759311,-2.60099832,4.719501173,-2.577774331,2.014830292,1.506403174,1.840038328,0.364208063,0.008819019,0.008861199,0.019193001,0.014157679,0.015028508,0.01143285,0.011484787,0.022434687,0.016020856,0.018247136,-22.86246212,-22.8440306,-14.44943589,-11.62969878,-17.63908594,-16.76037214
F,108.8991598,1.102302632,1.24684576,0.551069079,1.371705953,1,1,0,1,0,total,5,2,"Delay No, Amplitude Low",107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,1.501129558,-1.479867587,3.373991048,-1.448952475,1.773820187,0.345773421,0.494528203,0.123197958,0.010531256,0.010459308,0.026725561,0.012216225,0.019977861,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,-37.3123031,-38.52138619,-30.33146892,-38.90439942,-22.03234069,-31.21021313
F,108.0283485,1.111049837,1.233216893,0.55546875,1.367818427,2,1,0,1,0,total,5,2,"Delay No, Amplitude Low",107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,0.68947655,-0.698071581,2.244043447,-0.662132451,1.48538492,-0.465879587,-0.635419398,-0.165237309,0.010155067,0.010198214,0.023228694,0.013216764,0.015115788,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,-39.55158225,-40.0560668,-39.44714613,-33.90051883,-41.00756787,-33.44949228
F,108.492673,1.106367188,1.248806932,0.553125,1.380178747,3,1,0,1,0,total,5,2,"Delay No, Amplitude Low",107.2886186,1.118860283,1.206150355,0.559171204,1.347798432,1.122257311,-1.116591129,3.536588687,-1.081279572,2.402459737,-0.033098826,0.657125842,0.751837508,0.011551444,0.011716884,0.027504929,0.016013996,0.020280371,0.016799558,0.017012921,0.038361023,0.019995261,0.025623266,-31.23959571,-31.12949857,-28.29980254,-19.91104426,-20.85173398,-25.13750574
F,111.4425828,1.077103365,1.141023765,0.538822115,1.227571829,1,1,0,1,0,total,6,6,"Delay No, Amplitude Low",110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,0.706434081,-0.704280279,2.427631619,-0.629543605,1.813272914,-1.855226475,-4.254808074,-2.090789014,0.013816016,0.013892926,0.023379472,0.017869487,0.021054827,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-13.33935157,-13.96738723,-27.79362148,-9.707287584,-22.27635352,-8.165973359
F,112.4328457,1.06746875,1.148674281,0.53334375,1.22429483,2,1,0,1,0,total,6,6,"Delay No, Amplitude Low",110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,1.601297095,-1.592473615,3.114404549,-1.639872645,1.541482714,-0.960363461,-3.568035144,-2.362579214,0.012639299,0.012608107,0.028391406,0.016837418,0.02208009,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-20.72028238,-21.92369072,-12.31450358,-14.92222797,-18.4916072,-15.54690418
F,111.7312519,1.074348958,1.143008215,0.5375,1.226338727,3,1,0,1,0,total,6,6,"Delay No, Amplitude Low",110.6608369,1.084742996,1.113980424,0.542235725,1.205709034,0.967293395,-0.958202822,2.605772092,-0.873370217,1.711000976,-1.594367161,-4.076667601,-2.193060952,0.012802295,0.012840723,0.01884489,0.015305192,0.01780738,0.015942664,0.016148441,0.03237868,0.019790619,0.027089345,-19.69789365,-20.48320494,-41.79846061,-22.66441114,-34.26426597,-14.52451545
F,121.9643668,0.984461806,1.617183043,0.491493056,1.58930582,1,1,0,1,0,total,7,4,"Delay No, Amplitude Low",117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,3.645748199,-3.512007349,12.85724777,-3.515079341,8.785609016,1.787239852,8.076296505,6.008266938,0.016761716,0.017002478,0.028170996,0.016034442,0.014374076,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-1.147674383,-2.369814911,-12.24329332,-16.96654574,-28.24311667,4.025703824
F,123.1043495,0.97484375,1.639511184,0.486666667,1.595945546,2,1,0,1,0,total,7,4,"Delay No, Amplitude Low",117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,4.61450951,-4.454681723,14.41544649,-4.462546968,9.240088341,2.756001163,9.634495221,6.462746263,0.011415209,0.01138305,0.014363031,0.017140819,0.012905295,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-32.67873307,-34.63721709,-55.25709143,-11.23723479,-35.57542428,-27.50535486
F,123.0710437,0.975260417,1.629350834,0.488177083,1.586709738,3,1,0,1,0,total,7,4,"Delay No, Amplitude Low",117.6742596,1.020294628,1.432945668,0.509398829,1.460952266,4.586206124,-4.413843814,13.70639309,-4.166037453,8.607911081,2.727697777,8.925441819,5.830569003,0.01388509,0.013910794,0.025903402,0.015961348,0.016298534,0.016956319,0.017415186,0.032101246,0.019310821,0.020031634,-18.11259433,-20.12262019,-19.30717496,-17.34505889,-18.63602205,-12.93921612
F,118.443718,1.01328125,1.305529403,0.506657609,1.321160828,1,1,0,1,0,total,8,8,"Delay No, Amplitude Low",115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,2.651948297,-2.596693383,5.690503081,-2.597463222,2.951240926,-0.612864469,-2.893425036,-2.079540851,0.010420844,0.010376631,0.0178401,0.013963591,0.012650256,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-18.20652477,-18.97422474,-26.01714861,-13.86151379,-20.22327445,-11.17572304
F,118.7655956,1.010495924,1.316132955,0.504993207,1.328165256,2,1,0,1,0,total,8,8,"Delay No, Amplitude Low",115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,2.930910856,-2.86443737,6.548924762,-2.91743666,3.49705983,-0.333901909,-2.035003355,-1.533721948,0.011888387,0.011883131,0.02418279,0.017092836,0.01612461,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-6.68774165,-7.210740957,0.285971423,5.44214723,1.687158465,0.343060087
F,119.1059447,1.007634943,1.305354413,0.503480114,1.313856841,3,1,0,1,0,total,8,8,"Delay No, Amplitude Low",115.3837993,1.040294509,1.235238139,0.520168802,1.28328791,3.225882162,-3.139453818,5.676336581,-3.208321656,2.382078937,-0.038930603,-2.907591535,-2.648702841,0.010458132,0.010430606,0.01856888,0.013350219,0.012454096,0.012740434,0.01280658,0.024113831,0.01621063,0.015857076,-17.91385029,-18.55276172,-22.99489972,-17.64527798,-21.46032472,-10.88304856
F,105.1038322,1.141910282,1.086400476,0.570892137,1.238228437,1,1,0,1,0,total,9,6,"Delay No, Amplitude Low",109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-3.858128113,4.000969147,-7.379018698,3.985439004,-3.693961874,-6.419788669,-14.06145839,-7.598023802,0.01001499,0.010010697,0.022986343,0.013283184,0.017240552,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,-34.35614622,-35.41057294,-25.70765185,-25.1985157,-7.133679051,-26.39663271
F,104.9513983,1.143619792,1.089574816,0.572265625,1.244116931,2,1,0,1,0,total,9,6,"Delay No, Amplitude Low",109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-3.997564328,4.156665001,-7.108390608,4.235613675,-3.235970835,-6.559224883,-13.7908303,-7.140032763,0.013541568,0.013640129,0.026925711,0.017088179,0.016541377,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,-11.2409788,-11.99332902,-12.97553092,-3.771478803,-10.89978874,-3.281465292
F,105.7025909,1.135452586,1.114941521,0.567645474,1.264192972,3,1,0,1,0,total,9,6,"Delay No, Amplitude Low",109.3215996,1.097980424,1.172952889,0.549011614,1.285722537,-3.310424181,3.412826056,-4.945754305,3.394073918,-1.674511001,-5.872084736,-11.628194,-5.578572929,0.015760583,0.015776357,0.035492443,0.021707881,0.022570619,0.015256554,0.015498972,0.030940391,0.017757915,0.018564913,3.303688369,1.789701532,14.71232862,22.2434109,21.57675393,11.26320187
F,116.0217378,1.034412202,1.215649383,0.517559524,1.256324889,1,1,0,1,0,total,10,8,"Delay No, Amplitude Low",111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,3.673784248,-3.572295592,9.430487414,-3.601310597,5.683856635,0.408971483,0.846559297,0.653074858,0.017108621,0.017667686,0.040583008,0.02326382,0.028229692,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-9.665260372,-7.995751176,-11.4822342,2.636237269,-10.38464138,-8.206729227
F,115.0995213,1.043002717,1.21017594,0.521637228,1.258429247,2,1,0,1,0,total,10,8,"Delay No, Amplitude Low",111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,2.849717342,-2.771489454,8.937778296,-2.841812795,5.860878257,-0.415095423,0.353850179,0.83009648,0.013844687,0.014042442,0.034096575,0.019606612,0.025549978,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-26.89906478,-26.87416293,-25.63013958,-13.49877702,-18.89141259,-25.44053364
F,115.0721036,1.04321875,1.20696863,0.52121875,1.256743224,3,1,0,1,0,total,10,8,"Delay No, Amplitude Low",111.9103915,1.07273341,1.110887296,0.536894772,1.188757611,2.825217651,-2.751350899,8.649062239,-2.919756932,5.719047577,-0.439595114,0.065134122,0.6882658,0.0163728,0.016717176,0.038768268,0.019316406,0.025949277,0.018939138,0.01920312,0.045847303,0.022666283,0.031500953,-13.55044776,-12.94551984,-15.44046052,-14.77911928,-17.62383506,-12.09191661
F,112.3712554,1.068033854,1.40794694,0.533821615,1.502644986,1,1,0,1,0,total,11,8,"Delay No, Amplitude Low",111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,1.157038055,-1.150832691,3.472323542,-1.185715076,2.421730624,-2.10777471,-5.111604575,-2.609051154,0.014794379,0.014879352,0.034949893,0.020513418,0.026492901,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,14.15629938,13.30665688,13.86936599,19.77536431,20.59952934,20.25838935
F,111.9899651,1.071628289,1.420209575,0.535855263,1.518896217,2,1,0,1,0,total,11,8,"Delay No, Amplitude Low",111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,0.813799054,-0.818158866,4.373524645,-0.809271959,3.529430193,-2.451013711,-4.210403472,-1.501351584,0.011996592,0.012166406,0.028704634,0.01679332,0.023364217,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,-7.431968053,-7.352498273,-6.478155037,-1.945837547,6.35730582,-1.329878081
F,112.3136091,1.068619792,1.431942025,0.534461806,1.528098775,3,1,0,1,0,total,11,8,"Delay No, Amplitude Low",111.0859487,1.080468236,1.360699066,0.54022717,1.467115403,1.105144633,-1.096602683,5.235761586,-1.06721104,4.156685417,-2.159668132,-3.348166531,-0.874096361,0.014957811,0.015104874,0.027619226,0.020371386,0.021147564,0.012959757,0.013131931,0.030692972,0.017126575,0.021967665,15.41737241,15.02401284,-10.0144955,18.94605666,-3.733220262,21.51946238
F,114.3022768,1.050164474,1.26042556,0.525493421,1.322828812,1,1,0,1,0,total,12,3,"Delay No, Amplitude Low",113.155105,1.060694808,1.214429919,0.530025691,1.286661803,1.013804694,-0.992777022,3.787426506,-0.855103895,2.810918061,-0.493127548,-0.042780551,0.596935907,0.011519321,0.011541707,0.028469508,0.016606547,0.025112285,0.013584186,0.013638525,0.021042871,0.016156035,0.017299579,-15.20050802,-15.37422645,35.29289065,2.788503846,45.1612521,-10.95584158
